Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
İSTANBUL ESENLER FEVZİ ÇAKMAK MAH. KİRALIK 1+1 120M DAİRE,14000,0,Esenler,Fevzi Çakmak Mah.,Daire,2,1,5.0,5.0,17,Kombi,0,Betonarme,İkinci El,980,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-fevzi-cakmak-kiralik/daire/83415-1805,120,79,0,36969.80198019802,26654.310344827587,5,1,0,2,0,0,0,0,1
KÜÇÜKÇEKMECE CENNET MAH. BAYANLARA ÖZEL FATURA AİDAT DAHİL EŞYALI APART ODALAR,6500,0,Küçükçekmece,Cennet Mah.,Daire,3,1,4.0,2.0,10,Kombi,1,Betonarme,İkinci El,455,9750,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/71777-1336,100,90,0,23117.786516853932,23543.478260869564,5,1,0,2,0,0,0,0,1
ESENYURT STAR TOWERS DE KIRALIK 3+1,15500,0,Esenyurt,Necip Fazıl Kısakürek Mah.,Daire,4,1,12.0,31.0,12,Merkezi,0,Betonarme,İkinci El,2880,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-necip-fazil-kisakurek-kiralik/daire/125767-172,165,145,0,20686.823529411766,13590.90909090909,6,1,0,2,0,1,1,0,0
Fulya Mahallesi'nde full eşyalı 1+1 temiz daire,20000,0,Şişli,Fulya Mah.,Daire,2,1,-1.0,4.0,9,Kombi,1,Betonarme,İkinci El,100,19000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/107574-263,60,50,0,59910.485869565215,64472.51648351648,5,1,0,2,1,1,1,1,0
PARA DAN FUL EŞYALI AYRI MUTFAK 2+1 DAİRE METRO METROBÜSE 10 DK,30000,0,Şişli,Mecidiyeköy Mah.,Daire,3,1,3.0,5.0,4,Kombi,1,Betonarme,İkinci El,100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/95585-3534,80,75,0,59910.485869565215,34705.94059405941,5,1,0,2,0,1,1,0,0
ÜSKÜDAR BAHÇE KULLANIMLI 1+1 DAIRE,19500,0,Üsküdar,Barbaros Mah.,Daire,2,1,-1.0,4.0,55,Kombi,0,Betonarme,İkinci El,100,29250,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-barbaros-kiralik/daire/6181-22630,85,53,0,60316.66379310345,47780.0,5,1,0,2,0,1,0,1,0
Adnan kahveci'de site içinde kiralık 3+1 daire tek depozito,25000,0,Beylikdüzü,Adnan Kahveci Mah.,Daire,4,1,1.0,5.0,7,Kombi,0,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/78029-1023,135,130,0,40480.59071729958,29647.058823529413,5,1,0,2,0,0,0,0,1
Beylikdüzü Kavaklı pazar sokağında site içinde kiralık 2+1 çatı katı,17000,0,Beylikdüzü,Kavaklı Mah.,Daire,3,2,22.0,3.0,5,Kombi,0,Betonarme,İkinci El,1190,25500,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/76460-1101,95,90,0,40480.59071729958,27793.103448275862,5,1,0,2,0,0,0,0,1
SOGUKSU MAH.MOBILYALI KİRALIK DAİRE,25000,0,Beykoz,Soğuksu Mah.,Daire,3,1,0.5,4.0,30,Kombi,1,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-soguksu-kiralik/daire/142397-253,125,120,0,80924.95317725753,41814.28571428572,5,1,0,2,0,0,0,0,1
Cevatpaşa metroya çok yakin,15500,0,Bayrampaşa,Cevatpaşa Mah.,Daire,3,1,3.0,5.0,30,Merkezi,0,Betonarme,İkinci El,1085,23250,Doğalgaz,https://www.hepsiemlak.com/istanbul-bayrampasa-cevatpasa-kiralik/daire/113746-442,80,75,0,21031.91489361702,16400.0,6,1,0,2,0,0,0,0,1
BEKARA 1+1 BODRUM KAT,7000,0,Avcılar,Cihangir Mah.,Daire,2,1,-1.0,4.0,20,Kombi,0,Betonarme,İkinci El,490,7000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/106609-963,60,45,0,25707.175925925927,37173.76190476191,5,1,0,2,0,1,0,0,0
Şişli'de kiralık 1+1 full eşyalı daire Cumhuriyet Caddesi'nde yürüme mesafesi,17000,0,Şişli,İnönü Mah.,Daire,2,1,7.0,7.0,11,Kombi,1,Betonarme,İkinci El,300,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-inonu-kiralik/daire/110013-177,50,40,0,59910.485869565215,28136.021505376346,5,1,0,2,1,0,0,0,0
MİMAROBA MERKEZ'DE İSTEĞE BAĞLI SEZONLUK DENİZ VE CADDE MANZARALI 3+1 KİRALIK DAİRE,35000,0,Büyükçekmece,Mimaroba Mah.,Daire,4,2,7.0,7.0,12,Kombi,0,Betonarme,İkinci El,2450,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-buyukcekmece-mimaroba-kiralik/daire/26073-3082,140,130,0,47141.592920353985,44545.454545454544,5,1,0,2,0,0,0,0,1
"SIFIR 3+1 KİRALIK, SİTE İÇİ,TOKİ GÜVENİLİRLİĞİ İLE..YILLIK PEŞİN",30000,0,Güngören,Gençosman Mah.,Daire,4,2,4.0,6.0,0,Merkezi,0,Betonarme,İkinci El,2100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-gungoren-gencosman-kiralik/daire/131562-205,100,80,0,109940.78947368421,23954.545454545456,6,1,0,2,0,0,0,0,1
SEYRANTEPE SON DURAK DA CADDE ÜSTÜ 90 M2 2+1 KIRALIK,25000,0,Kağıthane,Seyrantepe Mah.,Daire,3,1,1.0,5.0,26,Kombi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/8394-4206,90,80,0,44238.3578125,32192.98245614035,5,1,0,2,0,1,1,1,0
ELİF’TEN ESENLER TURGUTREİS MAHALLESİNDE 4+1 KİRALIK DAİRE,23000,0,Esenler,Turgut Reis Mah.,Daire,5,1,0.5,6.0,29,Kombi,0,Betonarme,İkinci El,1610,23000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-turgut-reis-kiralik/daire/153245-691,160,150,0,36969.80198019802,412400.0,5,1,0,2,0,1,1,0,0
ALTAYÇEŞMEDE METROYA YAKIN KONUMDA 59M2 1+1 BALKONLU HOME&OFİS,32500,0,Maltepe,Altayçeşme Mah.,Daire,2,1,5.0,7.0,1,Kombi,0,Betonarme,İkinci El,325,48750,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-kiralik/daire/2986-16294,59,45,0,36607.416267942586,36421.05263157895,5,1,0,2,0,1,1,1,0
ATAKENT FULYA EVLERİ SİTESİNDE KİRALIK 75 M2 TEMİZ EŞYALI 2+1 DAİRE,26000,0,Küçükçekmece,Atakent Mah.,Daire,3,1,11.0,11.0,14,Kombi,1,Betonarme,İkinci El,1820,39000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/123413-290,75,60,0,23117.786516853932,33794.8717948718,5,1,0,2,0,0,0,0,1
BÜYÜKÇEKMECE PINARTEPE MAH KİRALIK DAİRE,20000,0,Büyükçekmece,Pınartepe Mah.,Daire,3,2,5.0,5.0,25,Kombi,0,Betonarme,İkinci El,200,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-buyukcekmece-pinartepe-kiralik/daire/126493-113,100,95,0,47141.592920353985,37066.666666666664,5,1,0,2,0,0,0,0,1
Avcılar'da Bayanlara Özel Metrobüse Yakın Lüks Fatura Aidat Dahil Eşyalı Apart Odalar,7500,0,Avcılar,Denizköşkler Mah.,Daire,3,1,2.0,4.0,7,Kombi,1,Betonarme,İkinci El,525,11250,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-kiralik/daire/71777-613,100,90,0,25707.175925925927,17987.5,5,1,0,2,0,0,0,0,1
Kiralık daire,2500,0,Zeytinburnu,Çırpıcı Mah.,Daire,3,1,2.0,5.0,1,Kombi,0,Betonarme,İkinci El,175,3750,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-cirpici-kiralik/daire/123120-39,90,80,0,60872.105769230766,16058.333333333334,5,1,0,2,0,0,0,0,1
.Galata Civarında Hocaali Sokakta Giriş Katı Ters Dublex Daire,14000,0,Beyoğlu,Müeyyetzade Mah.,Daire,2,1,0.5,5.0,60,Kombi,1,Diğer,İkinci El,100,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-mueyyetzade-kiralik/daire/10524-2135,40,35,0,46264.72451790634,31250.0,5,1,1,2,0,0,0,0,1
ORHANTEPE MAHALLESİNDE 2+1 KİRALIK DAİRE,21000,0,Kartal,Orhantepe Mah.,Daire,3,1,-1.0,8.0,21,Kombi,0,Betonarme,İkinci El,150,31500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-orhantepe-kiralik/daire/42003-6302,90,80,0,37055.555555555555,92642.85714285714,5,1,0,2,0,0,0,0,1
Yeni Mahallede Geniş Ferah 4+1,26000,0,Beykoz,Yeni Mahalle Mah.,Daire,5,1,3.0,3.0,26,Kombi,0,Betonarme,İkinci El,1820,39000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-yeni-mahalle-kiralik/daire/63464-1696,150,130,0,80924.95317725753,21026.315789473683,5,1,0,2,0,0,0,0,1
PARA DAN CADE ÜSTÜ FULL EŞYALI 2+1 AYRI MUTFAKLI DAİRE,32000,0,Şişli,Mecidiyeköy Mah.,Daire,3,1,2.0,10.0,5,Kombi,1,Betonarme,İkinci El,2240,48000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/95585-3533,75,70,0,59910.485869565215,34705.94059405941,5,1,0,2,0,1,1,0,0
YABANCI OLUR GÖLGEMAY EMLAKTAN KİRALIK İSTANBUL ESENLER FEVZİCAKMAK YABANCI OLUR,20000,0,Esenler,Fevzi Çakmak Mah.,Daire,4,2,2.0,5.0,30,Kombi,0,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-fevzi-cakmak-kiralik/daire/83415-1829,130,120,0,36969.80198019802,26654.310344827587,5,1,0,2,0,0,0,0,1
Müslüm Emlaktan Metrobüse Yakın Cihangirde arakat Kiralık 3+1 Daire,22500,0,Avcılar,Cihangir Mah.,Daire,4,1,2.0,3.0,24,Kombi,0,Betonarme,İkinci El,100,22000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/6680-22940,125,120,0,25707.175925925927,37173.76190476191,5,1,0,2,1,1,1,1,0
SANTRAL BİLGİ ÜNİ YAKINI FULL ESYALI ÖZEL KONSEPT 3+1 DAİRE,25000,0,Eyüpsultan,Emniyettepe Mah.,Daire,4,1,1.0,3.0,25,Kombi,1,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-emniyettepe-kiralik/daire/119830-949,120,100,0,65489.622641509435,26325.0,5,1,0,2,0,1,0,0,0
"Gayrettepe,de full eşyalı kiralık 1+1 daire ( GÜNCEL )",40000,0,Beşiktaş,Gayrettepe Mah.,Daire,2,1,3.0,6.0,16,Kombi,1,Betonarme,İkinci El,1,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/8272-26393,73,71,0,145577.30544993663,50673.4693877551,5,1,0,2,1,1,1,1,0
GÜVEN EMLAK TAN MERKEZİ YERDE FERAH 1+1 METROYA 4 DK 15 BİN LİRAYA KİRALİK DAİRE,15000,0,Kağıthane,Çeliktepe Mah.,Daire,2,1,4.0,4.0,30,Kombi,0,Betonarme,İkinci El,1050,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/14512-389,60,55,0,44238.3578125,127741.07142857143,5,1,0,2,0,0,0,0,1
ELAGANCE GAYRİMENKUL 2+1 kiralık eşyalı daire şahinkayada,20000,0,Beykoz,Yalıköy Mah.,Daire,3,1,2.0,2.0,20,Kombi,1,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-yalikoy-kiralik/daire/151552-49,90,85,0,80924.95317725753,26857.14285714286,5,1,0,2,0,0,0,0,1
"İstanbul Kağıthane yahyakemal caddeye yakin giriş kat..1+1,kombili",13000,0,Kağıthane,Yahya Kemal Mah.,Daire,2,1,0.0,6.0,30,Kombi,0,Betonarme,İkinci El,910,13000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/129760-284,63,55,0,44238.3578125,19759.25925925926,5,1,0,2,0,0,0,0,1
Balcı emlaktan stüdyo daire,15000,0,Beyoğlu,Kamer Hatun Mah.,Daire,2,1,0.0,5.0,15,Klima,1,Betonarme,Sıfır,1,15000,Elektrik,https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/129117-68,30,25,0,46264.72451790634,21285.714285714286,4,2,0,1,1,1,1,1,0
KİRALIK 1-0 30m2. BEKARA UYGUN BODRUM DAİRE,10000,0,Küçükçekmece,Gültepe Mah.,Daire,1,1,-1.0,2.0,35,Isıtma Yok,0,Betonarme,İkinci El,700,10000,Elektrik,https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-kiralik/daire/140643-247,30,25,0,23117.786516853932,22023.529411764706,2,2,0,2,1,0,0,0,0
İÇERENKÖY METROYA YAKIN MASRAFSIZ 3+1,28000,0,Ataşehir,İçerenköy Mah.,Daire,4,3,0.5,6.0,28,Kombi,0,Betonarme,İkinci El,1960,28000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/135820-117,135,120,0,37048.9847715736,29602.5641025641,5,1,0,2,0,1,0,1,0
ÇUBUKLU'DA EŞYALI KİRALIK DAİRE,32000,0,Beykoz,Çubuklu Mah.,Daire,4,1,3.0,3.0,30,Kombi,1,Betonarme,İkinci El,2240,32000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/142397-233,130,125,0,80924.95317725753,23547.619047619046,5,1,0,2,0,0,0,0,1
AKÇADAĞ GAYRİMENKUL' DEN AİLE'Ye UYGUN KİRALIK DAİRE,15000,0,Tuzla,İçmeler Mah.,Daire,4,1,6.0,6.0,30,Kombi,0,Betonarme,İkinci El,1050,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-tuzla-icmeler-kiralik/daire/19404-5454,133,128,0,38268.367647058825,16500.0,5,1,0,2,0,1,0,0,0
Beylikdüzü Kavaklı merkezde site içerisinde 2+1 Amerikan mutfak kiralık çatı katı,18000,0,Beylikdüzü,Kavaklı Mah.,Daire,3,1,22.0,5.0,5,Kombi,0,Betonarme,İkinci El,1260,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/76460-1127,90,80,0,40480.59071729958,27793.103448275862,5,1,0,2,0,0,0,0,1
Sıfır Daıre,28000,0,Kağıthane,Ortabayır Mah.,Daire,3,1,1.0,5.0,5,Kombi,1,Betonarme,İkinci El,1960,42000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/139186-189,80,65,0,44238.3578125,29739.130434782608,5,1,0,2,1,0,0,0,0
"Şişli,Kurtuluş Çad.yeni bınada temiz eşyalı kiralık daire123",45000,0,Şişli,Feriköy Mah.,Daire,3,1,3.0,6.0,15,Kombi,1,Betonarme,İkinci El,3150,67500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/65708-1087,80,75,0,59910.485869565215,44650.0,5,1,0,2,0,0,0,0,1
3572-İSTANBUL KADIKÖY CAFERAĞA MAHALLESİ KİRALIK DAİRE,55000,0,Kadıköy,Caferağa Mah.,Daire,4,1,2.0,6.0,31,Kombi,0,Betonarme,İkinci El,3850,82500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-kiralik/daire/28683-756,120,105,0,66851.20439560439,56005.434782608696,5,1,0,2,0,0,0,0,1
SARIYER AĞAOĞLU MASLAK 1453'TE 3+1 KİRALIK SEÇENEKLER,85000,0,Sarıyer,Maslak Mah.,Daire,4,2,12.0,42.0,9,Merkezi,0,Betonarme,İkinci El,5950,127500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/154046-480,186,130,0,110185.8286163522,75335.52739726027,6,1,0,2,0,0,0,0,1
KADIKÖY MERKEZ'DE 3 KİŞİLİK ODADA KİŞİ BAŞI FİYAT ERKEKLERE ÖZEL,5000,0,Kadıköy,Osmanağa Mah.,Daire,1,1,0.5,5.0,30,Kombi,1,Betonarme,İkinci El,350,7500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-osmanaga-kiralik/daire/80253-630,30,27,0,66851.20439560439,35193.13636363636,5,1,0,2,1,1,1,1,0
Kiralık 2+1 Daire İçi Sıfır Yapılı,21500,0,Fatih,Derviş Ali Mah.,Daire,3,1,3.0,4.0,34,Kombi,0,Betonarme,İkinci El,100,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-dervis-ali-kiralik/daire/17993-43757,75,68,0,22015.514588859416,18857.14285714286,5,1,0,2,0,0,0,0,1
ELİF'TEN ESENLER ORUÇ REİS MAH. KİRALIK DAİRE,21500,0,Esenler,Oruçreis Mah.,Daire,3,1,3.0,4.0,21,Kombi,0,Betonarme,İkinci El,1505,32250,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-orucreis-kiralik/daire/153245-609,100,90,0,36969.80198019802,16550.0,5,1,0,2,0,0,0,0,1
AYVANSARAYDA FUL EŞYALI DAİRE 1+0 MERKEZİ KONUMDA,16000,0,Fatih,Ayvansaray Mah.,Daire,1,1,0.5,4.0,5,Kombi,1,Betonarme,Sıfır,1120,24000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-ayvansaray-kiralik/daire/120997-251,35,32,0,22015.514588859416,18500.0,5,1,0,1,0,0,0,0,1
Bağcılar demirkapı'da 3+1 acil kiralık dairemiz bulunmakta katımız 4 kat kirası 18.000,18000,0,Bağcılar,Demirkapı Mah.,Daire,4,1,4.0,5.0,30,Kombi,0,Betonarme,İkinci El,1260,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-demirkapi-kiralik/daire/124849-238,105,100,0,22996.178343949046,17475.0,5,1,0,2,0,0,0,0,1
ZEYTİNBURNUNDA PAZAR PAZARIN İÇİNDE TEMİZ DAİRE,20000,0,Zeytinburnu,Yeşiltepe Mah.,Daire,3,1,1.0,4.0,25,Kombi,0,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-yesiltepe-kiralik/daire/144905-98,90,85,0,60872.105769230766,18000.0,5,1,0,2,0,0,0,0,1
GÜNYÜZÜ EMLAKTAN FLORYADA SİTE İÇİNDE 4+1 ARA KAT,80000,0,Bakırköy,Şenlikköy Mah.,Daire,5,2,0.5,3.0,20,Kombi,0,Betonarme,İkinci El,5600,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17372,220,200,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,1,0
Ekşinar'dan Florya Beyti Bölgesinde 2+1Genç Binada Kiralık Bahçe Kat Daire,50000,0,Bakırköy,Şenlikköy Mah.,Daire,3,1,-1.0,3.0,9,Kombi,0,Betonarme,İkinci El,3500,75000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/145933-115,115,86,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,0,0
ANADOLUHİSARINDA SİTE DE BAYAN ÖĞRENCİ APART,10000,0,Beykoz,Göztepe Mah.,Daire,5,1,1.0,3.0,35,Kombi,1,Betonarme,İkinci El,700,10000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-goztepe-kiralik/daire/142397-190,130,120,0,80924.95317725753,57543.47826086957,5,1,0,2,0,0,0,0,1
"DERİN GAYRİMENKUL'DEN, İSTANBUL CAD.YAKIN KONUMDA GENİŞ 4+1",80000,0,Eyüpsultan,Göktürk Merkez Mah.,Daire,5,3,4.0,5.0,15,Kombi,0,Betonarme,İkinci El,5600,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/42083-5438,260,220,0,65489.622641509435,124123.07692307692,5,1,0,2,0,0,0,0,1
GÖLGEMAY EMLAKTAN KİRALIK İSTANBUL ESENLER KEMER 2/1 100m 1kat,14500,0,Esenler,Kemer Mah.,Daire,3,1,1.0,5.0,35,Kombi,0,Betonarme,İkinci El,1015,1,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-kemer-kiralik/daire/83415-2213,110,100,0,36969.80198019802,14892.857142857143,5,1,0,2,0,0,0,0,1
GÜLBAHAR MAH. 1+1 FULL EŞYALI DAİRE KAÇIRMAYIN,22000,0,Şişli,Gülbahar Mah.,Daire,2,1,4.0,5.0,5,Kombi,1,Betonarme,İkinci El,1540,33000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/95585-2468,50,40,0,59910.485869565215,24218.3908045977,5,1,0,2,0,0,1,1,0
ŞİRİNEVLER METROBÜS DURAĞINA 2DK BAYANLARA ÖZEL FATURA AİDAT DAHİL EŞYALI APART ODALAR,6500,0,Bahçelievler,Şirinevler Mah.,Daire,3,1,2.0,4.0,8,Kombi,1,Betonarme,İkinci El,455,9750,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-kiralik/daire/71777-1340,110,100,0,30662.31279620853,21980.73076923077,5,1,0,2,0,1,0,0,0
kavaklı'da kiralık fulll esyali düz bahçe kat 2+1 daire,22000,0,Beylikdüzü,Kavaklı Mah.,Daire,3,1,-1.0,4.0,2,Kombi,1,Betonarme,İkinci El,1540,33000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/78029-1028,85,80,0,40480.59071729958,27793.103448275862,5,1,0,2,0,0,0,0,1
E5E METROYA YÜRÜME ULAŞIMSÜPER MERKEZDE KOMBİLİ DAİRE MÜSTAKİL GİRİŞLİDİR,13000,0,Kartal,Hürriyet Mah.,Daire,3,1,-1.0,3.0,26,Kombi,1,Betonarme,İkinci El,910,19500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-kiralik/daire/23950-264,90,75,0,37055.555555555555,25219.23076923077,5,1,0,2,1,1,1,1,0
ELİF'DEN ESENLER TUNA MAH.KİRALIK DAİRE,22000,0,Esenler,Tuna Mah.,Daire,4,1,3.0,5.0,26,Kombi,0,Betonarme,İkinci El,1540,33000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-tuna-kiralik/daire/153245-521,145,140,0,36969.80198019802,18285.714285714286,5,1,0,2,0,0,0,0,1
AĞAOĞLU MASLAK 1453 2+1 BOŞ KİRALIK DAİRE SENELİK,70000,0,Sarıyer,Maslak Mah.,Daire,3,2,0.5,20.0,8,Merkezi,0,Betonarme,İkinci El,4900,140000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/145406-189,150,95,0,110185.8286163522,75335.52739726027,6,1,0,2,0,1,0,0,0
ER&SE GAYRIMENKULDEN KIRALIK 1+1 DAIRE,15000,0,Silivri,Yeni Mah.,Daire,2,1,-3.0,6.0,10,Kombi,0,Betonarme,İkinci El,100,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/118351-502,65,60,0,32255.31914893617,28324.324324324323,5,1,0,2,1,1,1,1,0
MEDİPOLE YÜRÜM MESAFESİNDE EŞYALI KİRALIKERKEK ÖĞRENCİ ODALARI,7500,0,Beykoz,Kavacık Mah.,Daire,2,1,2.0,2.0,20,Kombi,1,Betonarme,İkinci El,525,7500,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/63464-1700,95,80,0,80924.95317725753,28868.830508474577,5,1,0,2,0,0,0,0,1
Büyükada’da Merkez’de 1+1 Kiralık Daire***,28000,0,Adalar,Nizam Mah.,Daire,2,1,-1.0,1.0,20,Kombi,1,Diğer,İkinci El,1960,28000,Doğalgaz,https://www.hepsiemlak.com/istanbul-adalar-nizam-kiralik/daire/142268-83,80,60,0,172676.4705882353,138583.33333333334,5,1,1,2,0,0,0,0,1
LİYA EMLAKTAN HERKESE UYGUN BAHÇE KATI,10000,0,Zeytinburnu,Veliefendi Mah.,Daire,2,1,-1.0,4.0,25,Soba,0,Betonarme,İkinci El,50,10000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-veliefendi-kiralik/daire/144905-34,80,60,0,60872.105769230766,262700.0,7,1,0,2,0,0,0,0,1
EKŞİNAR GAYRİMENKUL'DEN KEYİFLİ BAHÇE KAT DAİRE,60000,0,Bakırköy,Şenlikköy Mah.,Daire,4,2,-1.0,3.0,14,Kombi,0,Betonarme,İkinci El,4200,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/145933-114,160,150,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,0,0,0
KAVACIK'TA ERKEK ÖĞRENCİ APART,12000,0,Beykoz,Kavacık Mah.,Daire,6,1,0.5,4.0,25,Kombi,1,Betonarme,İkinci El,840,12000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/142397-177,160,150,0,80924.95317725753,28868.830508474577,5,1,0,2,0,0,0,0,1
İMSERDEN BİLGİ ÜNV. YAKIN EŞYALI KLİMALI 2+1 DAİRE,25000,0,Eyüpsultan,Emniyettepe Mah.,Daire,3,1,0.0,4.0,5,Kombi,1,Betonarme,Sıfır,60,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-emniyettepe-kiralik/daire/88555-3484,90,85,0,65489.622641509435,26325.0,5,1,0,1,0,0,0,0,1
EV-SER'DEN Taksim Beşiktaş 15 dk 2+1 konsept daire,30000,0,Eyüpsultan,Emniyettepe Mah.,Daire,3,2,0.5,7.0,5,Kombi,1,Betonarme,İkinci El,2100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-emniyettepe-kiralik/daire/119830-900,85,75,0,65489.622641509435,26325.0,5,1,0,2,0,0,0,0,1
Halaskargazi Caddesi Üzerinde Kiralık 2+1 Daire,37500,0,Şişli,Merkez Mah.,Daire,3,1,5.0,6.0,31,Kombi,0,Betonarme,İkinci El,2625,56250,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/4245-9654,95,78,0,59910.485869565215,68711.29707112971,5,1,0,2,0,0,0,0,1
